ORDERNUMBER,ORDERDATE,STATUS,DAYS_SINCE_LASTORDER,DEALSIZE,CUSTOMER_ID
10264,2019-06-30,Shipped,1492,Small,2156
10276,2019-08-02,Shipped,1460,Small,2157
10286,2019-08-28,Shipped,1435,Small,2158
10299,2019-09-30,Shipped,1403,Small,2159
10310,2019-10-16,Shipped,1388,Small,2160
10319,2019-11-03,Shipped,1371,Small,2161
10330,2019-11-16,Shipped,1359,Small,2162
10342,2019-11-24,Shipped,1352,Small,2163
10355,2019-12-07,Shipped,1340,Small,2164
10363,2020-01-06,Shipped,1311,Small,2165
10378,2020-02-10,Shipped,1277,Medium,2166
10390,2020-03-04,Shipped,1255,Medium,2167
10403,2020-04-08,Shipped,1221,Small,2168
10106,2018-02-17,Shipped,2003,Medium,2169
10119,2018-04-28,Shipped,1934,Small,2170
10130,2018-06-16,Shipped,1886,Medium,2171
10143,2018-08-10,Shipped,1832,Medium,2172
10155,2018-10-06,Shipped,1776,Medium,2173
10167,2018-10-23,Cancelled,1760,Medium,2174
10178,2018-11-08,Shipped,1745,Medium,2175
10186,2018-11-14,Shipped,1740,Medium,2176
10197,2018-11-26,Shipped,1729,Small,2177
10222,2019-02-19,Shipped,1645,Medium,2178
10249,2019-05-08,Shipped,1568,Medium,2179
10262,2019-06-24,Cancelled,1522,Medium,2180
10273,2019-07-21,Shipped,1496,Medium,2181
10283,2019-08-20,Shipped,1467,Medium,2182
10296,2019-09-15,Shipped,1442,Small,2183
10307,2019-10-14,Shipped,1414,Medium,2184
10316,2019-11-01,Shipped,1397,Medium,2185
10328,2019-11-12,Shipped,1387,Medium,2186
10338,2019-11-22,Shipped,1378,Medium,2187
10351,2019-12-03,Shipped,1368,Medium,2188
10373,2020-01-31,Shipped,1310,Medium,2189
10386,2020-03-01,Resolved,1281,Small,2190
10398,2020-03-30,Shipped,1253,Medium,2191
10400,2020-04-01,Shipped,1252,Large,2192
10415,2020-05-09,Disputed,1215,Medium,2193
10104,2018-01-31,Shipped,2045,Medium,2194
10117,2018-04-16,Shipped,1971,Small,2195
10127,2018-06-03,Shipped,1924,Medium,2196
10142,2018-08-08,Shipped,1859,Medium,2197
10152,2018-09-25,Shipped,1812,Medium,2198
10165,2018-10-22,Shipped,1786,Medium,2199
10176,2018-11-06,Shipped,1772,Medium,2200
10185,2018-11-14,Shipped,1765,Medium,2201
10196,2018-11-26,Shipped,1754,Medium,2202
10207,2018-12-09,Shipped,1742,Medium,2203
10220,2019-02-12,Shipped,1678,Large,2204
10230,2019-03-15,Shipped,1648,Large,2205
10247,2019-05-05,Shipped,1598,Medium,2206
10272,2019-07-20,Shipped,1523,Medium,2207
10282,2019-08-20,Shipped,1493,Medium,2208
10292,2019-09-08,Shipped,1475,Large,2209
10306,2019-10-14,Shipped,1440,Medium,2210
10314,2019-10-22,Shipped,1433,Medium,2211
10324,2019-11-05,Shipped,1420,Medium,2212
10337,2019-11-21,Shipped,1405,Medium,2213
10349,2019-12-01,Shipped,1396,Medium,2214
10358,2019-12-10,Shipped,1388,Small,2215
10372,2020-01-26,Shipped,1342,Large,2216
10383,2020-02-22,Shipped,1316,Medium,2217
10394,2020-03-15,Shipped,1295,Medium,2218
10413,2020-05-05,Shipped,1245,Medium,2219
10100,2018-01-06,Shipped,2096,Small,2220
10110,2018-03-18,Shipped,2026,Small,2221
10124,2018-05-21,Shipped,1963,Medium,2222
10148,2018-09-11,Shipped,1851,Medium,2223
10173,2018-11-05,Shipped,1797,Small,2224
10182,2018-11-12,Shipped,1791,Medium,2225
10193,2018-11-21,Shipped,1783,Small,2226
10204,2018-12-02,Shipped,1773,Small,2227
10213,2019-01-22,Shipped,1723,Medium,2228
10227,2019-03-02,Shipped,1685,Medium,2229
10241,2019-04-13,Shipped,1644,Medium,2230
10280,2019-08-17,Shipped,1519,Medium,2231
10288,2019-09-01,Shipped,1505,Small,2232
10302,2018-10-06,Shipped,1836,Medium,2233
10311,2019-10-16,Shipped,1462,Medium,2234
10332,2019-11-17,Shipped,1431,Large,2235
10344,2019-11-25,Shipped,1424,Small,2236
10367,2020-01-12,Resolved,1377,Small,2237
10380,2020-02-16,Shipped,1343,Medium,2238
10407,2020-04-22,On Hold,1278,Small,2239
10420,2020-05-29,In Process,1242,Medium,2240
10105,2018-02-11,Shipped,2081,Medium,2241
10117,2018-04-16,Shipped,2018,Small,2242
10128,2018-06-06,Shipped,1968,Medium,2243
10142,2018-08-08,Shipped,1906,Small,2244
10153,2018-09-28,Shipped,1856,Small,2245
10166,2018-10-21,Shipped,1834,Small,2246
10177,2018-11-07,Shipped,1818,Small,2247
10185,2018-11-14,Shipped,1812,Medium,2248
10197,2018-11-26,Shipped,1801,Medium,2249
10208,2019-01-02,Shipped,1765,Medium,2250
10221,2019-02-18,Shipped,1719,Medium,2251
10232,2019-03-20,Shipped,1690,Small,2252
10248,2019-05-07,Cancelled,1643,Medium,2253
10261,2019-06-17,Shipped,1603,Small,2254
10273,2019-07-21,Shipped,1570,Small,2255
10283,2019-08-20,Shipped,1541,Medium,2256
10293,2019-09-09,Shipped,1522,Medium,2257
10306,2019-10-14,Shipped,1488,Medium,2258
10315,2019-10-29,Shipped,1474,Medium,2259
10326,2019-11-09,Shipped,1464,Medium,2260
10337,2019-11-21,Shipped,1453,Medium,2261
10350,2019-12-02,Shipped,1443,Medium,2262
10372,2020-01-26,Shipped,1389,Medium,2263
10383,2020-02-22,Shipped,1363,Small,2264
10396,2020-03-23,Shipped,1334,Medium,2265
10414,2020-05-06,On Hold,1291,Small,2266
10103,2018-01-29,Shipped,2120,Medium,2267
10114,2018-04-01,Shipped,2059,Medium,2268
10126,2018-05-28,Shipped,2003,Large,2269
10140,2018-07-24,Shipped,1947,Medium,2270
10150,2018-09-19,Shipped,1891,Medium,2271
10164,2018-10-21,Resolved,1860,Medium,2272
10175,2018-11-06,Shipped,1845,Medium,2273
10183,2018-11-13,Shipped,1839,Small,2274
10194,2018-11-25,Shipped,1828,Medium,2275
10207,2018-12-09,Shipped,1815,Medium,2276
10217,2019-02-04,Shipped,1759,Medium,2277
10229,2019-03-11,Shipped,1725,Medium,2278
10245,2019-05-04,Shipped,1672,Small,2279
10259,2019-06-15,Shipped,1631,Medium,2280
10270,2019-07-19,Shipped,1598,Medium,2281
10281,2019-08-19,Shipped,1568,Small,2282
10291,2019-09-08,Shipped,1549,Medium,2283
10305,2019-10-13,Shipped,1515,Small,2284
10313,2019-10-22,Shipped,1507,Small,2285
10323,2019-11-05,Shipped,1494,Medium,2286
10334,2019-11-19,On Hold,1481,Medium,2287
10347,2019-11-29,Shipped,1472,Medium,2288
10357,2019-12-10,Shipped,1462,Medium,2289
10370,2020-01-20,Shipped,1422,Small,2290
10382,2020-02-17,Shipped,1395,Medium,2291
10411,2020-05-01,Shipped,1322,Medium,2292
10425,2020-05-31,In Process,1293,Medium,2293
10103,2018-01-29,Shipped,2147,Small,2294
10113,2018-03-26,Shipped,2092,Small,2295
10126,2018-05-28,Shipped,2030,Small,2296
10140,2018-07-24,Shipped,1974,Small,2297
10150,2018-09-19,Shipped,1918,Small,2298
10164,2018-10-21,Resolved,1887,Small,2299
10174,2018-11-06,Shipped,1872,Small,2300
10183,2018-11-13,Shipped,1866,Small,2301
10194,2018-11-25,Shipped,1855,Small,2302
10206,2018-12-05,Shipped,1846,Small,2303
10215,2019-01-29,Shipped,1792,Small,2304
10229,2019-03-11,Shipped,1752,Small,2305
10245,2019-05-04,Shipped,1699,Small,2306
10258,2019-06-15,Shipped,1658,Small,2307
10270,2019-07-19,Shipped,1625,Small,2308
10281,2019-08-19,Shipped,1595,Small,2309
10291,2019-09-08,Shipped,1576,Small,2310
10304,2019-10-11,Shipped,1544,Small,2311
10312,2019-10-21,Shipped,1535,Small,2312
10324,2019-11-05,Shipped,1521,Medium,2313
10348,2019-11-01,Shipped,1526,Large,2314
10358,2019-12-10,Shipped,1488,Medium,2315
10370,2020-01-20,Shipped,1448,Small,2316
10382,2020-02-17,Shipped,1421,Large,2317
10411,2020-05-01,Shipped,1348,Small,2318
10424,2020-05-31,In Process,1319,Small,2319
10108,2018-03-03,Shipped,2140,Medium,2320
10122,2018-05-08,Shipped,2075,Medium,2321
10135,2018-07-02,Shipped,2021,Medium,2322
10146,2018-09-03,Shipped,1959,Medium,2323
10169,2018-11-04,Shipped,1898,Medium,2324
10180,2018-11-11,Shipped,1892,Medium,2325
10191,2018-11-20,Shipped,1884,Medium,2326
10211,2019-01-15,Shipped,1829,Medium,2327
10225,2019-02-22,Shipped,1792,Medium,2328
10238,2019-04-09,Shipped,1747,Medium,2329
10252,2019-05-26,Shipped,1701,Medium,2330
10264,2019-06-30,Shipped,1667,Small,2331
10276,2019-08-02,Shipped,1635,Medium,2332
10287,2019-08-30,Shipped,1608,Medium,2333
10299,2019-09-30,Shipped,1578,Large,2334
10310,2019-10-16,Shipped,1563,Medium,2335
10319,2019-11-03,Shipped,1546,Large,2336
10330,2019-11-16,Shipped,1534,Medium,2337
10342,2019-11-24,Shipped,1527,Medium,2338
10355,2019-12-07,Shipped,1515,Medium,2339
10363,2020-01-06,Shipped,1486,Small,2340
10378,2020-02-10,Shipped,1452,Medium,2341
10390,2020-03-04,Shipped,1430,Medium,2342
10110,2018-03-18,Shipped,2148,Small,2343
10124,2018-05-21,Shipped,2085,Small,2344
10148,2018-09-11,Shipped,1973,Small,2345
10161,2018-10-17,Shipped,1938,Small,2346
10173,2018-11-05,Shipped,1920,Small,2347
10182,2018-11-12,Shipped,1914,Medium,2348
10193,2018-11-21,Shipped,1906,Small,2349
10204,2018-12-02,Shipped,1896,Medium,2350
10213,2019-01-22,Shipped,1846,Small,2351
10227,2019-03-02,Shipped,1808,Small,2352
10241,2019-04-13,Shipped,1767,Small,2353
10267,2019-07-07,Shipped,1683,Small,2354
10279,2019-08-09,Shipped,1651,Small,2355
10288,2019-09-01,Shipped,1629,Small,2356
10302,2018-10-06,Shipped,1960,Small,2357
10311,2019-10-16,Shipped,1586,Small,2358
10332,2019-11-17,Shipped,1555,Medium,2359
10344,2019-11-25,Shipped,1548,Small,2360
10367,2020-01-12,Resolved,1501,Medium,2361
10380,2020-02-16,Shipped,1467,Medium,2362
10407,2020-04-22,On Hold,1402,Medium,2363
10420,2020-05-29,In Process,1366,Small,2364
10110,2018-03-18,Shipped,2170,Medium,2365
10124,2018-05-21,Shipped,2107,Small,2366
10148,2018-09-11,Shipped,1995,Small,2367
10161,2018-10-17,Shipped,1960,Small,2368
10172,2018-11-05,Shipped,1942,Small,2369
10182,2018-11-12,Shipped,1936,Medium,2370
10192,2018-11-20,Shipped,1929,Small,2371
10204,2018-12-02,Shipped,1918,Small,2372
10212,2019-01-16,Shipped,1874,Medium,2373
10226,2019-02-26,Shipped,1834,Small,2374
10241,2019-04-13,Shipped,1789,Small,2375
10267,2019-07-07,Shipped,1705,Medium,2376
10279,2019-08-09,Shipped,1673,Small,2377
10288,2019-09-01,Shipped,1651,Small,2378
10301,2018-10-05,Shipped,1983,Small,2379
10311,2019-10-16,Shipped,1608,Small,2380
10321,2019-11-04,Shipped,1590,Small,2381
10332,2019-11-17,Shipped,1578,Small,2382
10344,2019-11-25,Shipped,1571,Small,2383
10367,2020-01-12,Resolved,1524,Small,2384
10380,2020-02-16,Shipped,1490,Medium,2385
10407,2020-04-22,On Hold,1425,Small,2386
10420,2020-05-29,In Process,1389,Medium,2387
10104,2018-01-31,Shipped,2239,Small,2388
10115,2018-04-04,Shipped,2177,Medium,2389
10127,2018-06-03,Shipped,2118,Small,2390
10141,2018-08-01,Shipped,2060,Small,2391
10152,2018-09-25,Shipped,2006,Small,2392
10165,2018-10-22,Shipped,1980,Small,2393
10176,2018-11-06,Shipped,1966,Small,2394
10184,2018-11-14,Shipped,1959,Small,2395
10195,2018-11-25,Shipped,1949,Small,2396
10207,2018-12-09,Shipped,1936,Small,2397
10220,2019-02-12,Shipped,1872,Small,2398
10230,2019-03-15,Shipped,1842,Small,2399
10246,2019-05-05,Shipped,1792,Small,2400
10259,2019-06-15,Shipped,1752,Small,2401
10271,2019-07-20,Shipped,1718,Small,2402
10282,2019-08-20,Shipped,1688,Small,2403
10292,2019-09-08,Shipped,1670,Small,2404
10305,2019-10-13,Shipped,1636,Small,2405
10314,2019-10-22,Shipped,1628,Small,2406
10324,2019-11-05,Shipped,1615,Small,2407
10336,2019-11-20,Shipped,1601,Medium,2408
10349,2019-12-01,Shipped,1591,Small,2409
10358,2019-12-10,Shipped,1583,Small,2410
10371,2020-01-23,Shipped,1540,Small,2411
10383,2020-02-22,Shipped,1511,Small,2412
10394,2020-03-15,Shipped,1490,Small,2413
10412,2020-05-03,Shipped,1442,Small,2414
10425,2020-05-31,In Process,1415,Small,2415
10107,2018-02-24,Shipped,2243,Small,2416
10120,2018-04-29,Shipped,2180,Medium,2417
10134,2018-07-01,Shipped,2118,Medium,2418
10145,2018-08-25,Shipped,2064,Medium,2419
10168,2018-10-28,Shipped,2001,Medium,2420
10180,2018-11-11,Shipped,1988,Medium,2421
10188,2018-11-18,Shipped,1982,Small,2422
10211,2019-01-15,Shipped,1925,Small,2423
10223,2019-02-20,Shipped,1890,Small,2424
10237,2019-04-05,Shipped,1847,Small,2425
10251,2019-05-18,Shipped,1805,Small,2426
10263,2019-06-28,Shipped,1765,Medium,2427
10275,2019-07-23,Shipped,1741,Small,2428
10285,2019-08-27,Shipped,1707,Medium,2429
10299,2019-09-30,Shipped,1674,Medium,2430
10309,2019-10-15,Shipped,1660,Small,2431
10318,2019-11-02,Shipped,1643,Medium,2432
10329,2019-11-15,Shipped,1631,Small,2433
10339,2019-11-23,Shipped,1624,Small,2434
10362,2020-01-05,Shipped,1582,Medium,2435
10374,2020-02-02,Shipped,1555,Medium,2436
10389,2020-03-03,Shipped,1526,Medium,2437
10403,2020-04-08,Shipped,1491,Medium,2438
10417,2020-05-13,Disputed,1457,Medium,2439
10110,2018-03-18,Shipped,2245,Small,2440
10123,2018-05-20,Shipped,2183,Small,2441
10137,2018-07-10,Shipped,2133,Small,2442
10148,2018-09-11,Shipped,2071,Small,2443
10161,2018-10-17,Shipped,2036,Small,2444
10172,2018-11-05,Shipped,2018,Small,2445
10181,2018-11-12,Shipped,2012,Small,2446
10192,2018-11-20,Shipped,2005,Small,2447
10204,2018-12-02,Shipped,1994,Small,2448
10212,2019-01-16,Shipped,1950,Small,2449
10226,2019-02-26,Shipped,1910,Small,2450
10241,2019-04-13,Shipped,1865,Small,2451
10266,2019-07-06,Shipped,1782,Small,2452
10278,2019-08-06,Shipped,1752,Small,2453
10288,2019-09-01,Shipped,1727,Small,2454
10301,2018-10-05,Shipped,2059,Small,2455
10311,2019-10-16,Shipped,1684,Small,2456
10321,2019-11-04,Shipped,1666,Small,2457
10332,2019-11-17,Shipped,1654,Small,2458
10343,2019-11-24,Shipped,1648,Small,2459
10367,2020-01-12,Resolved,1600,Small,2460
10379,2020-02-10,Shipped,1572,Medium,2461
10407,2020-04-22,On Hold,1501,Small,2462
10420,2020-05-29,In Process,1465,Small,2463
10106,2018-02-17,Shipped,2298,Small,2464
10120,2018-04-29,Shipped,2228,Medium,2465
10133,2018-06-27,Shipped,2170,Medium,2466
10145,2018-08-25,Shipped,2112,Medium,2467
10168,2018-10-28,Shipped,2049,Medium,2468
10210,2019-01-12,Shipped,1974,Small,2469
10223,2019-02-20,Shipped,1936,Medium,2470
10235,2019-04-02,Shipped,1896,Small,2471
10250,2019-05-11,Shipped,1858,Small,2472
10262,2019-06-24,Cancelled,1815,Medium,2473
10275,2019-07-23,Shipped,1787,Small,2474
10284,2019-08-21,Shipped,1759,Small,2475
10297,2019-09-16,Shipped,1734,Medium,2476
10308,2019-10-15,Shipped,1706,Medium,2477
10316,2019-11-01,Shipped,1690,Small,2478
10328,2019-11-12,Shipped,1680,Medium,2479
10339,2019-11-23,Shipped,1670,Small,2480
10353,2019-12-04,Shipped,1660,Small,2481
10374,2020-02-02,Shipped,1601,Medium,2482
10386,2020-03-01,Resolved,1574,Small,2483
10398,2020-03-30,Shipped,1546,Medium,2484
10401,2020-04-03,On Hold,1543,Medium,2485
10416,2020-05-10,Shipped,1507,Medium,2486
10101,2018-01-09,Shipped,2360,Small,2487
10110,2018-03-18,Shipped,2293,Small,2488
10124,2018-05-21,Shipped,2230,Small,2489
10149,2018-09-12,Shipped,2117,Small,2490
10173,2018-11-05,Shipped,2064,Small,2491
10182,2018-11-12,Shipped,2058,Small,2492
10193,2018-11-21,Shipped,2050,Small,2493
10205,2018-12-03,Shipped,2039,Small,2494
10214,2019-01-26,Shipped,1986,Small,2495
10227,2019-03-02,Shipped,1952,Small,2496
10243,2019-04-26,Shipped,1898,Small,2497
10280,2019-08-17,Shipped,1786,Small,2498
10288,2019-09-01,Shipped,1772,Small,2499
10304,2019-10-11,Shipped,1733,Small,2500
10312,2019-10-21,Shipped,1724,Small,2501
10322,2019-11-04,Shipped,1711,Small,2502
10332,2019-11-17,Shipped,1699,Medium,2503
10344,2019-11-25,Shipped,1692,Small,2504
10356,2019-12-09,Shipped,1679,Large,2505
10367,2020-01-12,Resolved,1646,Small,2506
10380,2020-02-16,Shipped,1612,Small,2507
10391,2020-03-09,Shipped,1591,Large,2508
10409,2020-04-23,Shipped,1547,Small,2509
10420,2020-05-29,In Process,1512,Small,2510
10107,2018-02-24,Shipped,2338,Medium,2511
10120,2018-04-29,Shipped,2275,Small,2512
10134,2018-07-01,Shipped,2213,Medium,2513
10145,2018-08-25,Shipped,2159,Medium,2514
10158,2018-10-10,Shipped,2114,Small,2515
10168,2018-10-28,Shipped,2097,Small,2516
10180,2018-11-11,Shipped,2084,Small,2517
10188,2018-11-18,Shipped,2078,Medium,2518
10210,2019-01-12,Shipped,2024,Small,2519
10223,2019-02-20,Shipped,1986,Small,2520
10236,2019-04-03,Shipped,1945,Medium,2521
10250,2019-05-11,Shipped,1908,Small,2522
10263,2019-06-28,Shipped,1861,Small,2523
10275,2019-07-23,Shipped,1837,Small,2524
10285,2019-08-27,Shipped,1803,Small,2525
10297,2019-09-16,Shipped,1784,Small,2526
10308,2019-10-15,Shipped,1756,Small,2527
10318,2019-11-02,Shipped,1739,Small,2528
10329,2019-11-15,Shipped,1727,Medium,2529
10340,2019-11-24,Shipped,1719,Medium,2530
10363,2020-01-06,Shipped,1677,Medium,2531
10375,2020-02-03,Shipped,1650,Small,2532
10389,2020-03-03,Shipped,1622,Medium,2533
10402,2020-04-07,Shipped,1588,Medium,2534
10416,2020-05-10,Shipped,1556,Small,2535
10105,2018-02-11,Shipped,2376,Medium,2536
10117,2018-04-16,Shipped,2313,Medium,2537
10129,2018-06-12,Shipped,2257,Medium,2538
10142,2018-08-08,Shipped,2201,Medium,2539
10153,2018-09-28,Shipped,2151,Medium,2540
10167,2018-10-23,Cancelled,2127,Medium,2541
10177,2018-11-07,Shipped,2113,Medium,2542
10185,2018-11-14,Shipped,2107,Medium,2543
10197,2018-11-26,Shipped,2096,Medium,2544
10208,2019-01-02,Shipped,2060,Medium,2545
10221,2019-02-18,Shipped,2014,Medium,2546
10232,2019-03-20,Shipped,1985,Medium,2547
10248,2019-05-07,Cancelled,1938,Medium,2548
10261,2019-06-17,Shipped,1898,Medium,2549
10273,2019-07-21,Shipped,1865,Small,2550
10283,2019-08-20,Shipped,1836,Medium,2551
10293,2019-09-09,Shipped,1817,Small,2552
10306,2019-10-14,Shipped,1783,Medium,2553
10315,2019-10-29,Shipped,1769,Medium,2554
10326,2019-11-09,Shipped,1759,Medium,2555
10337,2019-11-21,Shipped,1748,Small,2556
10350,2019-12-02,Shipped,1738,Small,2557
10372,2020-01-26,Shipped,1684,Medium,2558
10396,2020-03-23,Shipped,1628,Medium,2559
10414,2020-05-06,On Hold,1585,Medium,2560
10101,2018-01-09,Shipped,2434,Small,2561
10110,2018-03-18,Shipped,2367,Small,2562
10124,2018-05-21,Shipped,2304,Small,2563
10149,2018-09-12,Shipped,2191,Small,2564
10173,2018-11-05,Shipped,2138,Small,2565
10182,2018-11-12,Shipped,2132,Small,2566
10193,2018-11-21,Shipped,2124,Small,2567
10205,2018-12-03,Shipped,2113,Small,2568
10214,2019-01-26,Shipped,2060,Small,2569
10227,2019-03-02,Shipped,2026,Small,2570
10244,2019-04-29,Shipped,1969,Small,2571
10255,2019-06-04,Shipped,1934,Small,2572
10280,2019-08-17,Shipped,1861,Small,2573
10289,2019-09-03,Shipped,1845,Small,2574
10304,2019-10-11,Shipped,1808,Small,2575
10312,2019-10-21,Shipped,1799,Small,2576
10322,2019-11-04,Shipped,1786,Medium,2577
10332,2019-11-17,Shipped,1774,Small,2578
10345,2019-11-25,Shipped,1767,Small,2579
10356,2019-12-09,Shipped,1754,Small,2580
10367,2020-01-12,Resolved,1721,Small,2581
10380,2020-02-16,Shipped,1687,Small,2582
10391,2020-03-09,Shipped,1666,Medium,2583
10421,2020-05-29,In Process,1586,Small,2584
10103,2018-01-29,Shipped,2438,Medium,2585
10114,2018-04-01,Shipped,2377,Small,2586
10126,2018-05-28,Shipped,2321,Medium,2587
10140,2018-07-24,Shipped,2265,Medium,2588
10151,2018-09-21,Shipped,2207,Medium,2589
10165,2018-10-22,Shipped,2177,Medium,2590
10175,2018-11-06,Shipped,2163,Small,2591
10184,2018-11-14,Shipped,2156,Medium,2592
10194,2018-11-25,Shipped,2146,Medium,2593
10207,2018-12-09,Shipped,2133,Medium,2594
10217,2019-02-04,Shipped,2077,Medium,2595
10229,2019-03-11,Shipped,2043,Medium,2596
10246,2019-05-05,Shipped,1989,Medium,2597
10259,2019-06-15,Shipped,1949,Medium,2598
10271,2019-07-20,Shipped,1915,Medium,2599
10281,2019-08-19,Shipped,1886,Small,2600
10291,2019-09-08,Shipped,1867,Medium,2601
10305,2019-10-13,Shipped,1833,Medium,2602
10313,2019-10-22,Shipped,1825,Medium,2603
10324,2019-11-05,Shipped,1812,Medium,2604
10334,2019-11-19,On Hold,1799,Medium,2605
10348,2019-11-01,Shipped,1818,Medium,2606
10358,2019-12-10,Shipped,1780,Medium,2607
10371,2020-01-23,Shipped,1737,Medium,2608
10382,2020-02-17,Shipped,1713,Small,2609
10412,2020-05-03,Shipped,1638,Large,2610
10425,2020-05-31,In Process,1611,Medium,2611
10108,2018-03-03,Shipped,2432,Small,2612
10121,2018-05-07,Shipped,2368,Small,2613
10135,2018-07-02,Shipped,2313,Small,2614
10145,2018-08-25,Shipped,2260,Small,2615
10169,2018-11-04,Shipped,2190,Small,2616
10180,2018-11-11,Shipped,2184,Small,2617
10190,2018-11-19,Shipped,2177,Medium,2618
10211,2019-01-15,Shipped,2121,Small,2619
10224,2019-02-21,Shipped,2085,Small,2620
10237,2019-04-05,Shipped,2043,Small,2621
10252,2019-05-26,Shipped,1993,Medium,2622
10264,2019-06-30,Shipped,1959,Small,2623
10276,2019-08-02,Shipped,1927,Medium,2624
10285,2019-08-27,Shipped,1903,Small,2625
10299,2019-09-30,Shipped,1870,Small,2626
10309,2019-10-15,Shipped,1856,Small,2627
10319,2019-11-03,Shipped,1838,Small,2628
10330,2019-11-16,Shipped,1826,Medium,2629
10341,2019-11-24,Shipped,1819,Medium,2630
10355,2019-12-07,Shipped,1807,Small,2631
10363,2020-01-06,Shipped,1778,Small,2632
10375,2020-02-03,Shipped,1751,Small,2633
10390,2020-03-04,Shipped,1722,Small,2634
10403,2020-04-08,Shipped,1688,Small,2635
10110,2018-03-18,Shipped,2441,Medium,2636
10124,2018-05-21,Shipped,2378,Small,2637
10148,2018-09-11,Shipped,2266,Small,2638
10161,2018-10-17,Shipped,2231,Small,2639
10172,2018-11-05,Shipped,2213,Small,2640
10182,2018-11-12,Shipped,2207,Small,2641
10192,2018-11-20,Shipped,2200,Medium,2642
10204,2018-12-02,Shipped,2189,Medium,2643
10212,2019-01-16,Shipped,2145,Medium,2644
10227,2019-03-02,Shipped,2101,Medium,2645
10241,2019-04-13,Shipped,2060,Medium,2646
10267,2019-07-07,Shipped,1976,Medium,2647
10279,2019-08-09,Shipped,1944,Medium,2648
10288,2019-09-01,Shipped,1922,Small,2649
10302,2018-10-06,Shipped,2253,Medium,2650
10311,2019-10-16,Shipped,1879,Small,2651
10321,2019-11-04,Shipped,1861,Small,2652
10332,2019-11-17,Shipped,1849,Medium,2653
10346,2019-11-29,Shipped,1838,Small,2654
10368,2020-01-19,Shipped,1788,Medium,2655
10380,2020-02-16,Shipped,1761,Small,2656
10407,2020-04-22,On Hold,1696,Large,2657
10420,2020-05-29,In Process,1660,Medium,2658
10104,2018-01-31,Shipped,2510,Small,2659
10114,2018-04-01,Shipped,2451,Small,2660
10127,2018-06-03,Shipped,2389,Small,2661
10141,2018-08-01,Shipped,2331,Small,2662
10151,2018-09-21,Shipped,2281,Small,2663
10165,2018-10-22,Shipped,2251,Small,2664
10175,2018-11-06,Shipped,2237,Small,2665
10184,2018-11-14,Shipped,2230,Small,2666
10195,2018-11-25,Shipped,2220,Small,2667
10207,2018-12-09,Shipped,2207,Small,2668
10219,2019-02-10,Shipped,2145,Small,2669
10229,2019-03-11,Shipped,2117,Small,2670
10246,2019-05-05,Shipped,2063,Small,2671
10259,2019-06-15,Shipped,2023,Small,2672
10271,2019-07-20,Shipped,1989,Small,2673
10281,2019-08-19,Shipped,1960,Small,2674
10292,2019-09-08,Shipped,1941,Small,2675
10305,2019-10-13,Shipped,1907,Small,2676
10314,2019-10-22,Shipped,1899,Small,2677
10324,2019-11-05,Shipped,1886,Medium,2678
10335,2019-11-19,Shipped,1873,Small,2679
10349,2019-12-01,Shipped,1862,Small,2680
10358,2019-12-10,Shipped,1854,Small,2681
10371,2020-01-23,Shipped,1811,Medium,2682
10383,2020-02-22,Shipped,1782,Medium,2683
10394,2020-03-15,Shipped,1761,Small,2684
10412,2020-05-03,Shipped,1713,Small,2685
10425,2020-05-31,In Process,1686,Small,2686
10106,2018-02-17,Shipped,2521,Medium,2687
10119,2018-04-28,Shipped,2452,Small,2688
10131,2018-06-16,Shipped,2404,Small,2689
10143,2018-08-10,Shipped,2350,Small,2690
10155,2018-10-06,Shipped,2294,Small,2691
10167,2018-10-23,Cancelled,2278,Small,2692
10178,2018-11-08,Shipped,2263,Small,2693
10186,2018-11-14,Shipped,2258,Small,2694
10198,2018-11-27,Shipped,2246,Medium,2695
10222,2019-02-19,Shipped,2163,Small,2696
10249,2019-05-08,Shipped,2086,Small,2697
10262,2019-06-24,Cancelled,2040,Small,2698
10274,2019-07-21,Shipped,2014,Small,2699
10284,2019-08-21,Shipped,1984,Small,2700
10296,2019-09-15,Shipped,1960,Small,2701
10307,2019-10-14,Shipped,1932,Small,2702
10316,2019-11-01,Shipped,1915,Small,2703
10328,2019-11-12,Shipped,1905,Small,2704
10339,2019-11-23,Shipped,1895,Medium,2705
10351,2019-12-03,Shipped,1886,Small,2706
10373,2020-01-31,Shipped,1828,Small,2707
10386,2020-03-01,Resolved,1799,Small,2708
10398,2020-03-30,Shipped,1771,Small,2709
10400,2020-04-01,Shipped,1770,Small,2710
10415,2020-05-09,Disputed,1733,Small,2711
10110,2018-03-18,Shipped,2517,Medium,2712
10124,2018-05-21,Shipped,2454,Small,2713
10148,2018-09-11,Shipped,2342,Medium,2714
10161,2018-10-17,Shipped,2307,Small,2715
10173,2018-11-05,Shipped,2289,Small,2716
10182,2018-11-12,Shipped,2283,Small,2717
10192,2018-11-20,Shipped,2276,Medium,2718
10204,2018-12-02,Shipped,2265,Medium,2719
10213,2019-01-22,Shipped,2215,Small,2720
10227,2019-03-02,Shipped,2177,Medium,2721
10241,2019-04-13,Shipped,2136,Small,2722
10267,2019-07-07,Shipped,2052,Medium,2723
10279,2019-08-09,Shipped,2020,Medium,2724
10288,2019-09-01,Shipped,1998,Medium,2725
10302,2018-10-06,Shipped,2329,Medium,2726
